DowntimeID,Production_Date,Location,Downtime_Category,ProcessArea,Downtime,Downtime_Duration
3092,2022-01-09 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3093,2022-01-09 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3094,2022-01-09 0:00,Plant A,Planned Downtime,Planned,Morning Meeting,30
3095,2022-01-09 0:00,Plant A,Planned Downtime,Planned,Safety Updates,330
3096,2022-01-09 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,45
3097,2022-01-09 0:00,Plant A,Unplanned Downtime,Conveyors,Dirt 1 Jam,97
3098,2022-01-10 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3099,2022-01-10 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3100,2022-01-10 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3101,2022-01-14 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3102,2022-01-14 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3103,2022-01-14 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3104,2022-01-14 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,7
3105,2022-01-14 0:00,Plant A,Planned Downtime,Planned,Startup,5
3106,2022-01-14 0:00,Plant A,Planned Downtime,Planned,Morning Meeting,23
3107,2022-01-14 0:00,Plant A,Unplanned Downtime,Mills,Mill Jam,277
3108,2022-01-14 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,11
3109,2022-01-14 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,6
3110,2022-01-14 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,36
3111,2022-01-14 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Jam,7
3112,2022-01-14 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Electric,15
3113,2022-01-16 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3114,2022-01-16 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3115,2022-01-16 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3116,2022-01-16 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,7
3117,2022-01-16 0:00,Plant A,Planned Downtime,Planned,Startup,8
3118,2022-01-16 0:00,Plant A,Planned Downtime,Planned,Morning Meeting,30
3119,2022-01-16 0:00,Plant A,Unplanned Downtime,Others,Other 1 ,60
3120,2022-01-16 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,17
3121,2022-01-16 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,28
3122,2022-01-16 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Electric,3
3123,2022-01-17 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3124,2022-01-17 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3125,2022-01-17 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3126,2022-01-17 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,10
3127,2022-01-17 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,30
3128,2022-01-17 0:00,Plant A,Planned Downtime,Planned,Startup,7
3129,2022-01-17 0:00,Plant A,Planned Downtime,Planned,Morning Meeting,20
3130,2022-01-17 0:00,Plant A,Schedule Exception,UnControllables,Short Staff,60
3131,2022-01-17 0:00,Plant A,Unplanned Downtime,Feedroll System,Feed roll Tripped,4
3132,2022-01-17 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,40
3133,2022-01-17 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,9
3134,2022-01-17 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Jam,30
3135,2022-01-20 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3136,2022-01-20 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3137,2022-01-20 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3138,2022-01-20 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,2
3139,2022-01-20 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,6
3140,2022-01-20 0:00,Plant A,Planned Downtime,Planned,Startup,5
3141,2022-01-20 0:00,Plant A,Planned Downtime,Planned,Morning Meeting,8
3142,2022-01-20 0:00,Plant A,Schedule Exception,UnControllables,Fires,10
3143,2022-01-20 0:00,Plant A,Schedule Exception,UnControllables,Short Staff,80
3144,2022-01-20 0:00,Plant A,Unplanned Downtime,Mills,Shaker Jam,43
3145,2022-01-20 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,93
3146,2022-01-20 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,9
3147,2022-01-20 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,69
3148,2022-01-20 0:00,Plant A,Unplanned Downtime,Conveyors,NFC 1 Jam,123
3149,2022-01-21 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3150,2022-01-21 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3151,2022-01-21 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3152,2022-01-21 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,10
3153,2022-01-21 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,20
3154,2022-01-21 0:00,Plant A,Planned Downtime,Planned,Startup,8
3155,2022-01-21 0:00,Plant A,Planned Downtime,Planned,Morning Meeting,40
3156,2022-01-21 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,18
3157,2022-01-21 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,33
3158,2022-01-21 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,10
3159,2022-01-21 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Electric,6
3160,2022-01-21 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Jam,26
3161,2022-01-22 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3162,2022-01-22 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3163,2022-01-22 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3164,2022-01-22 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,10
3165,2022-01-22 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,20
3166,2022-01-22 0:00,Plant A,Planned Downtime,Planned,Startup,7
3167,2022-01-22 0:00,Plant A,Planned Downtime,Planned,Morning Meeting,15
3168,2022-01-22 0:00,Plant A,Schedule Exception,UnControllables,Short Staff,120
3169,2022-01-22 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,121
3170,2022-01-22 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,44
3171,2022-01-22 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Jam,19
3172,2022-01-22 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Electric,3
3173,2022-01-22 0:00,Plant A,Unplanned Downtime,Conveyors,NFC 1 Jam,46
3174,2022-01-23 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3175,2022-01-23 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3176,2022-01-23 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3177,2022-01-23 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,10
3178,2022-01-23 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,30
3179,2022-01-23 0:00,Plant A,Planned Downtime,Planned,Startup,5
3180,2022-01-23 0:00,Plant A,Planned Downtime,Planned,Morning Meeting,20
3181,2022-01-23 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,47
3182,2022-01-23 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Electric,7
3183,2022-01-23 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Jam,69
3184,2022-01-23 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Electric,8
3185,2022-01-23 0:00,Plant A,Unplanned Downtime,Conveyors,ECS 1 Jam ,82
3186,2022-01-24 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3187,2022-01-24 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3188,2022-01-24 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3189,2022-01-24 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,22
3190,2022-01-24 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,30
3191,2022-01-24 0:00,Plant A,Planned Downtime,Planned,Startup,10
3192,2022-01-24 0:00,Plant A,Planned Downtime,Planned,Morning Meeting,20
3193,2022-01-24 0:00,Plant A,Planned Downtime,Planned,Delay of planned maintenance,45
3194,2022-01-24 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,68
3195,2022-01-24 0:00,Plant A,Unplanned Downtime,Main Motor Engine,Electrical Misc,82
3196,2022-01-27 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3197,2022-01-27 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3198,2022-01-27 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3199,2022-01-27 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,30
3200,2022-01-27 0:00,Plant A,Planned Downtime,Planned,Morning Meeting,25
3201,2022-01-27 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,485
3202,2022-01-28 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3203,2022-01-28 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3204,2022-01-28 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3205,2022-01-28 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,8
3206,2022-01-28 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,25
3207,2022-01-28 0:00,Plant A,Planned Downtime,Planned,Startup,7
3208,2022-01-28 0:00,Plant A,Planned Downtime,Planned,Morning Meeting,25
3209,2022-01-28 0:00,Plant A,Unplanned Downtime,Conveyors,Transfer Belt,40
3210,2022-01-28 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,285
3211,2022-01-28 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,3
3212,2022-01-28 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,16
3213,2022-01-28 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Belt,15
3214,2022-01-29 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3215,2022-01-29 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3216,2022-01-29 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3217,2022-01-29 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,25
3218,2022-01-29 0:00,Plant A,Planned Downtime,Planned,Startup,9
3219,2022-01-29 0:00,Plant A,Schedule Exception,UnControllables,Fires,3
3220,2022-01-29 0:00,Plant A,Unplanned Downtime,Feedroll System,Feed roll Tripped,10
3221,2022-01-29 0:00,Plant A,Unplanned Downtime,Conveyors,Transfer Belt,10
3222,2022-01-29 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,85
3223,2022-01-29 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Electric,10
3224,2022-01-29 0:00,Plant A,Unplanned Downtime,Conveyors,Dirt 1 Jam,15
3225,2022-01-29 0:00,Plant A,Unplanned Downtime,Conveyors,Primary Tail,84
3226,2022-01-29 0:00,Plant A,Unplanned Downtime,Conveyors,NFC 1 Jam,30
3227,2022-01-30 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3228,2022-01-30 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3229,2022-01-30 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3230,2022-01-30 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,10
3231,2022-01-30 0:00,Plant A,Planned Downtime,Planned,Startup,10
3232,2022-01-30 0:00,Plant A,Schedule Exception,UnControllables,Fires,5
3233,2022-01-30 0:00,Plant A,Schedule Exception,UnControllables,Short Staff,60
3234,2022-01-30 0:00,Plant A,Unplanned Downtime,Feedroll System,Infeed Hydraulics,11
3235,2022-01-30 0:00,Plant A,Unplanned Downtime,Feedroll System,Feed roll Tripped,202
3236,2022-01-30 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,40
3237,2022-01-30 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,6
3238,2022-01-30 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,75
3239,2022-01-30 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Electric,24
3240,2022-01-30 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Electric,5
3241,2022-01-31 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3242,2022-01-31 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3243,2022-01-31 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3244,2022-01-31 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,10
3245,2022-01-31 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,30
3246,2022-01-31 0:00,Plant A,Planned Downtime,Planned,Startup,9
3247,2022-01-31 0:00,Plant A,Planned Downtime,Planned,Morning Meeting,5
3248,2022-01-31 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,34
3249,2022-01-31 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,20
3250,2022-01-31 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Electric,11
3251,2022-01-31 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Electric,7
3252,2022-02-01 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3253,2022-02-01 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3254,2022-02-01 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3255,2022-02-01 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,14
3256,2022-02-01 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,30
3257,2022-02-01 0:00,Plant A,Planned Downtime,Planned,Startup,14
3258,2022-02-01 0:00,Plant A,Planned Downtime,Planned,Morning Meeting,10
3259,2022-02-01 0:00,Plant A,Schedule Exception,UnControllables,Short Staff,20
3260,2022-02-01 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,17
3261,2022-02-01 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,8
3262,2022-02-01 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,10
3263,2022-02-01 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Electric,5
3264,2022-02-01 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Electric,5
3265,2022-02-01 0:00,Plant A,Unplanned Downtime,Conveyors,Dirt 1 Jam,53
3266,2022-02-01 0:00,Plant A,Unplanned Downtime,Conveyors,NFC 1 Jam,52
3267,2022-02-03 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3268,2022-02-03 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3269,2022-02-03 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3270,2022-02-03 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,20
3271,2022-02-03 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,20
3272,2022-02-03 0:00,Plant A,Planned Downtime,Planned,Startup,15
3273,2022-02-03 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,12
3274,2022-02-03 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,25
3275,2022-02-03 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Electric,5
3276,2022-02-03 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Electric,3
3277,2022-02-04 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3278,2022-02-04 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3279,2022-02-04 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3280,2022-02-04 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,5
3281,2022-02-04 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,30
3282,2022-02-04 0:00,Plant A,Planned Downtime,Planned,Safety Training,135
3283,2022-02-04 0:00,Plant A,Planned Downtime,Planned,Startup,6
3284,2022-02-04 0:00,Plant A,Planned Downtime,Planned,Morning Meeting,20
3285,2022-02-04 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,60
3286,2022-02-04 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,26
3287,2022-02-04 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,11
3288,2022-02-04 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Electric,5
3289,2022-02-09 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3290,2022-02-09 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3291,2022-02-09 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3292,2022-02-09 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,15
3293,2022-02-09 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,30
3294,2022-02-09 0:00,Plant A,Planned Downtime,Planned,Safety Training,15
3295,2022-02-09 0:00,Plant A,Planned Downtime,Planned,Startup,10
3296,2022-02-09 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,30
3297,2022-02-09 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Belt,3
3298,2022-02-09 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,21
3299,2022-02-09 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,6
3300,2022-02-09 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Belt,3
3301,2022-02-09 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Belt,4
3302,2022-02-09 0:00,Plant A,Unplanned Downtime,Conveyors,Dirt 1 Jam,40
3303,2022-02-09 0:00,Plant A,Unplanned Downtime,Conveyors,East Conveyor,40
3304,2022-02-10 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3305,2022-02-10 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3306,2022-02-10 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3307,2022-02-10 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,8
3308,2022-02-10 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,30
3309,2022-02-10 0:00,Plant A,Planned Downtime,Planned,Safety Training,15
3310,2022-02-10 0:00,Plant A,Planned Downtime,Planned,Startup,7
3311,2022-02-10 0:00,Plant A,Unplanned Downtime,Feedroll System,Feed roll Belt,27
3312,2022-02-10 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,24
3313,2022-02-10 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,31
3314,2022-02-10 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,48
3315,2022-02-10 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Jam,10
3316,2022-02-10 0:00,Plant A,Unplanned Downtime,Mills,Stacker Belt Jam,15
3317,2022-02-11 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3318,2022-02-11 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3319,2022-02-11 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3320,2022-02-11 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,8
3321,2022-02-11 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,30
3322,2022-02-11 0:00,Plant A,Planned Downtime,Planned,Safety Training,150
3323,2022-02-11 0:00,Plant A,Planned Downtime,Planned,Startup,7
3324,2022-02-11 0:00,Plant A,Unplanned Downtime,Feedroll System,Infeed Jam,60
3325,2022-02-11 0:00,Plant A,Unplanned Downtime,Feedroll System,Feed roll Tripped,5
3326,2022-02-11 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,42
3327,2022-02-11 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,11
3328,2022-02-11 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Jam,6
3329,2022-02-12 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3330,2022-02-12 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3331,2022-02-12 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3332,2022-02-12 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,10
3333,2022-02-12 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,10
3334,2022-02-12 0:00,Plant A,Planned Downtime,Planned,Safety Training,15
3335,2022-02-12 0:00,Plant A,Planned Downtime,Planned,Startup,10
3336,2022-02-12 0:00,Plant A,Schedule Exception,UnControllables,Short Staff,55
3337,2022-02-12 0:00,Plant A,Unplanned Downtime,Feedroll System,Feed roll Tripped,31
3338,2022-02-12 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,71
3339,2022-02-12 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,31
3340,2022-02-12 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Jam,9
3341,2022-02-15 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3342,2022-02-15 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3343,2022-02-15 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3344,2022-02-15 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,5
3345,2022-02-15 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,30
3346,2022-02-15 0:00,Plant A,Planned Downtime,Planned,Startup,5
3347,2022-02-15 0:00,Plant A,Unplanned Downtime,Excavator,Waiting on Excavator,10
3348,2022-02-15 0:00,Plant A,Unplanned Downtime,Feedroll System,Feed roll Tripped,15
3349,2022-02-15 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,70
3350,2022-02-15 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Jam,18
3351,2022-02-15 0:00,Plant A,Unplanned Downtime,Conveyors,West Conveyor,7
3352,2022-02-16 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3353,2022-02-16 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3354,2022-02-16 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3355,2022-02-16 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,6
3356,2022-02-16 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,30
3357,2022-02-16 0:00,Plant A,Planned Downtime,Planned,Safety Training,260
3358,2022-02-16 0:00,Plant A,Planned Downtime,Planned,Startup,6
3359,2022-02-16 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,10
3360,2022-02-16 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,4
3361,2022-02-16 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,10
3362,2022-02-16 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Electric,10
3363,2022-02-16 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Jam,4
3364,2022-02-17 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3365,2022-02-17 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3366,2022-02-17 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3367,2022-02-17 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,7
3368,2022-02-17 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,15
3369,2022-02-17 0:00,Plant A,Planned Downtime,Planned,Safety Training,60
3370,2022-02-17 0:00,Plant A,Planned Downtime,Planned,Startup,8
3371,2022-02-17 0:00,Plant A,Planned Downtime,Planned,Delay of planned maintenance,55
3372,2022-02-17 0:00,Plant A,Unplanned Downtime,Feedroll System,Feed roll Tripped,15
3373,2022-02-17 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,52
3374,2022-02-17 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,12
3375,2022-02-17 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Jam,32
3376,2022-02-18 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3377,2022-02-18 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3378,2022-02-18 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3379,2022-02-18 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,26
3380,2022-02-18 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,25
3381,2022-02-18 0:00,Plant A,Planned Downtime,Planned,Safety Training,20
3382,2022-02-18 0:00,Plant A,Planned Downtime,Planned,Startup,7
3383,2022-02-18 0:00,Plant A,Unplanned Downtime,Feedroll System,Infeed Jam,79
3384,2022-02-18 0:00,Plant A,Unplanned Downtime,Feedroll System,Feed roll Tripped,5
3385,2022-02-18 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,30
3386,2022-02-18 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,7
3387,2022-02-18 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Jam,11
3388,2022-02-19 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3389,2022-02-19 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3390,2022-02-19 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3391,2022-02-19 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,20
3392,2022-02-19 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,30
3393,2022-02-19 0:00,Plant A,Planned Downtime,Planned,Safety Training,15
3394,2022-02-19 0:00,Plant A,Planned Downtime,Planned,Startup,10
3395,2022-02-19 0:00,Plant A,Schedule Exception,UnControllables,Fires,1
3396,2022-02-19 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,96
3397,2022-02-19 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Electric,2
3398,2022-02-19 0:00,Plant A,Unplanned Downtime,Magnet,Mag 2 Jam,13
3399,2022-02-19 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Jam,10
3400,2022-02-19 0:00,Plant A,Unplanned Downtime,Magnet,Mag 3 Electric,38
3401,2022-02-22 0:00,Plant A,Planned Downtime,Planned,Coffee Break #1 ,15
3402,2022-02-22 0:00,Plant A,Planned Downtime,Planned,Coffee Break #2 ,15
3403,2022-02-22 0:00,Plant A,Planned Downtime,Planned,Lunch Break ,30
3404,2022-02-22 0:00,Plant A,Planned Downtime,Planned,Pre-shift Inspection,20
3405,2022-02-22 0:00,Plant A,Planned Downtime,Planned,5S / Routine Cleaning,15
3406,2022-02-22 0:00,Plant A,Planned Downtime,Planned,Safety Training,90
3407,2022-02-22 0:00,Plant A,Planned Downtime,Planned,Startup,8
3408,2022-02-22 0:00,Plant A,Unplanned Downtime,Feedroll System,Feed roll Tripped,26
3409,2022-02-22 0:00,Plant A,Unplanned Downtime,Cyclone,Z Box Jam,6
3410,2022-02-22 0:00,Plant A,Unplanned Downtime,Magnet,Mag 1 Jam,91
